Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes
,2-2-B,124.79,20,31.83,10.25,13.27,111.49,3.35,0.105246622683003,11.7339459629281,5.5745,10.61,9.50149253731343,10.5246622683003,
3/18/2021 11:51:51,2-3-A,36.03,7,12.69,10.9,5.42,30.61,1.48,0.116627265563436,3.56996059889677,4.37285714285714,4.23,8.57432432432432,11.6627265563436,
3/18/2021 11:49:21,2-3-B,42,8,13.43,11.5,6.29,35.68,1.77,0.131794489947878,4.70242740134028,4.46,4.47666666666667,7.58757062146893,13.1794489947878,
3/18/2021 11:32:05,2-4-A,34.97,8,9.61,12.6,6.52,28.43,1.29,0.13423517169615,3.81630593132154,3.55375,3.20333333333333,7.44961240310078,13.423517169615,
3/18/2021 11:41:18,2-4-B,59.36,10,16.74,10.4,8.86,50.66,1.77,0.10573476702509,5.35652329749104,5.066,5.58,9.45762711864407,10.573476702509,
3/18/2021 11:30:52,2-5-A,42.72,11,9.03,10.3,8.98,34.13,1.09,0.120708748615725,4.11978959025471,3.10272727272727,3.01,8.28440366972477,12.0708748615725,
3/18/2021 11:53:24,2-5-B,44.84,8,12.99,10.4,7.56,37.27,1.34,0.103156274056967,3.84463433410316,4.65875,4.33,9.69402985074627,10.3156274056967,
3/18/2021 11:44:04,2-6-A,39.06,8,11.16,10.2,6.9,32.38,1.33,0.119175627240143,3.85890681003584,4.0475,3.72,8.39097744360902,11.9175627240143,
3/18/2021 11:42:39,2-6-B,72.05,8,26.1,10.3,8.37,63.87,2.58,0.098850574712644,6.31358620689655,7.98375,8.7,10.1162790697674,9.88505747126437,
3/18/2021 11:38:38,2-7-A,67.4,10,21.85,12.2,11.01,56.53,3.47,0.158810068649886,8.97753318077803,5.653,7.28333333333333,6.29682997118156,15.8810068649886,
3/18/2021 11:55:18,2-7-B,79.11,11,21.82,10.1,7.71,71.37,2.01,0.09211732355637,6.57441338221815,6.48818181818182,7.27333333333333,10.8557213930348,9.21173235563703,
3/18/2021 11:29:27,2-8-A,36.71,8,10.6,12.1,4.94,30.46,1.28,0.120754716981132,3.67818867924528,3.8075,3.53333333333333,8.28125,12.0754716981132,
3/18/2021 12:00:32,2-8-B,49.45,8,17.9,10.5,6.32,43.12,1.84,0.102793296089385,4.4324469273743,5.39,5.96666666666667,9.72826086956522,10.2793296089385,
3/18/2021 11:35:33,2-9-A,53.09,10,12.49,10.6,6.65,46.47,1.36,0.10888710968775,5.05998398718975,4.647,4.16333333333333,9.18382352941177,10.888710968775,
3/18/2021 11:45:29,2-9-B,46.11,9,16.73,9.8,5.7,40.63,1.71,0.102211595935445,4.15285714285714,4.51444444444445,5.57666666666667,9.78362573099415,10.2211595935445,
3/18/2021 12:01:49,2-10-A,31.55,6,8.43,13.4,10.48,21.04,1.37,0.162514827995255,3.41931198102017,3.50666666666667,2.81,6.15328467153285,16.2514827995255,
3/18/2021 11:40:03,2-10-B,68.03,11,20.77,9.4,6.91,61.27,1.98,0.095329802599904,5.8408570052961,5.57,6.92333333333333,10.489898989899,9.53298025999037,
3/18/2021 11:47:17,2-11-A,39.14,7,15.9,11.4,5.25,34.13,2.28,0.143396226415094,4.89411320754717,4.87571428571429,5.3,6.97368421052632,14.3396226415094,
3/18/2021 11:28:04,2-11-B,61.51,10,16.57,10.1,7,54.77,1.73,0.104405552202776,5.71829209414605,5.477,5.52333333333333,9.57803468208093,10.4405552202776,
3/18/2021 11:50:29,2-12-A,17.64,3,12.56,,5.09,12.56,1.49,0.118630573248408,1.49,4.18666666666667,4.18666666666667,8.42953020134228,11.8630573248408,
3/18/2021 12:05:52,2-12-B,22.11,6,8.32,10.5,5.87,16.22,1.17,0.140625,2.2809375,2.70333333333333,2.77333333333333,7.11111111111111,14.0625,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,
3/18/2021 12:46:16,1-7-B,45.02,9,15.47,10.7,6.86,38.16,1.63,0.105365223012282,4.02073691014867,,,,,
3/18/2021 12:45:05,1-7-B-1,78.89,10,25.89,9,7.72,71.18,2.43,0.093858632676709,6.68085747392816,,,,,
,1-7-B,123.91,19,41.36,9.85,14.58,109.34,4.06,0.09816247582205,10.733085106383,,,,,
3/18/2021 12:27:08,1-8-A,38.63,7,16.94,11.3,5.76,32.84,,0,0,,,,,
3/18/2021 12:43:11,1-8-B,18.33,6,6.62,12.2,3.97,14.4,1.01,0.152567975830816,2.19697885196375,,,,,
3/18/2021 12:41:53,1-8-B-1,27.67,9,8.3,12.9,5.14,22.53,1.11,0.133734939759036,3.01304819277108,,,,,
,1-8-B,46,15,14.92,12.55,9.11,36.93,2.12,0.142091152815013,5.24742627345844,,,,,
3/18/2021 12:34:41,1-9-A,23.5,6,8.94,12.1,5.43,18.07,,0,0,,,,,
3/18/2021 12:13:55,1-9-B,45.7,9,11.07,10.7,5.27,40.2,,0,0,,,,,
3/18/2021 12:32:38,1-10-A,24.6,8,7.56,10.1,5.22,19.33,,0,0,,,,,
3/18/2021 12:25:13,1-10-B,41.3,9,10.38,10.7,5.55,35.74,,0,0,,,,,
3/18/2021 12:22:25,1-11-A,98,12,30.71,10,8.26,89.53,,0,0,,,,,
3/18/2021 12:19:03,1-11-B,17.18,4,10.06,,4.53,12.63,,0,0,,,,,
3/18/2021 12:17:36,1-12-A,56.55,11,15.03,11.5,6.25,50.27,,0,0,,,,,
3/18/2021 12:20:20,1-12-B,14.98,2,11.87,,3.11,11.87,,0,0,,,,,
3/18/2021 12:04:41,2-1-A,60.78,10,13.84,11,6.15,54.64,,0,0,,,,,
3/18/2021 11:26:20,2-1-B,48.6,10,16.15,10.4,6.08,42.72,,0,0,,,,,
3/18/2021 12:08:30,2-2-A,62.62,11,15.03,10.1,7.15,55.2,,0,0,,,,,
3/18/2021 12:49:01,2-2-B,67.99,11,17.23,9.7,7.55,60.43,1.77,0.10272780034823,6.20784097504353,,,,,
3/18/2021 12:47:38,2-2-B-1,56.8,9,14.6,10.8,5.72,51.06,1.58,0.108219178082192,5.52567123287671,,,,,
,,124.79,20,31.83,10.25,13.27,111.49,3.35,0.105246622683003,11.7339459629281,,,,,
