Timestamp,Barcode,Total Weight,Fruit Number,Fruit Fresh Weight (3),Brix,Truss Weight,Total Fruit Weight,Fruit Dry Weight (3),D/F,Total DW,Individual Fruit Weight,Red fruit weight,FW:DW,Drymatter%,Notes,,,,,,,,,,,,,,,,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:48:17,1-4-B-2,106.45,8,34,10.1,13.73,93.28,3.09,9.18,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-4-B,252.53,20,70.05,9.4,27.84,225.78,6.08,18.26,
,,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:49:25,1-5-a,102.59,10,28.72,9.6,11.83,91.22,2.48,8.57,
,,Barcode,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:53:14,1-5-B-1,58.26,5,24.91,9.7,12.2,46,2.3,8.39,
,,1-1-A,48.06,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:54:33,1-5-B-2,73.97,6,33.12,9.9,10.8,63.18,3.36,9.45,
,,1-1-B,157.88,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-5-B,132.23,11,58.03,9.8,23,109.18,5.66,17.84,
,,1-2-A,30.7,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:35:53,1-6-a,62.37,6,24.68,,9.32,53.01,2.24,8.33,
,,1-2-B,22.28,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 14:34:40,1-6-a-1,67.99,8,20.06,9.8,11.05,56.93,2.13,8.22,
,,1-3-A,79.68,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,1-6-a,130.36,14,44.74,9.8,20.37,109.94,4.37,16.55,
,,1-3-B,45.75,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,2/11/2021 13:58:00,1-6-B,42.59,4,20.78,,13.87,28.67,2.42,8.51,2.49
