ProdA_cum,ProdA_num,ProdB_cum,ProdB_num,Prod_value_cum,Total_Prod_cum,time
24.6099590163934,0.983606557377049,0.0640573770491777,0.0409836065573771,20.3444211065574,24.6740163934426,43392
25.3082786885246,1.88524590163934,0.0659426229508178,0,20.9618391393443,25.3742213114754,43393
25.3082786885246,0,0.0659426229508178,0,20.9618391393443,25.3742213114754,43394
25.7789754098361,1.22950819672131,0.0671721311475366,0.204918032786885,21.432074795082,25.8461475409836,43395
26.1887295081967,1.0655737704918,0.0682377049180296,0.122950819672131,21.8240522540984,26.2569672131148,43396
26.4843032786885,0.737704918032787,0.0689754098360638,0,22.0711834016394,26.5532786885246,43397
27.1911065573771,1.80327868852459,0.0707786885245874,0,22.6752817622951,27.2618852459016,43398
28.1876229508197,2.58196721311475,0.0733606557377016,0.245901639344262,23.6102612704918,28.2609836065574,43399
28.697868852459,1.35245901639344,0.0747131147540969,0,24.0633350409836,28.7725819672131,43400
28.697868852459,0,0.0747131147540969,0,24.0633350409836,28.7725819672131,43401
30.2493442622951,3.97540983606557,0.078688524590163,0,25.4249129098361,30.3280327868852,43402
30.7264344262295,1.27049180327869,0.0799590163934418,0.942622950819672,26.1344774590164,30.806393442623,43403
30.7882786885246,0.163934426229508,0.0801229508196712,0.0409836065573771,26.202556352459,30.8684016393443,43404
30.9581147540984,0.450819672131148,0.080573770491803,0.0409836065573771,26.368893442623,31.0386885245902,43405
31.7018852459016,1.9672131147541,0.082540983606556,0.0409836065573771,27.0545952868853,31.7844262295082,43406
31.9899180327869,0.737704918032787,0.0832786885245902,0,27.3072592213115,32.0731967213115,43407
31.9899180327869,0,0.0832786885245902,0,27.3072592213115,32.0731967213115,43408
33.4995081967213,3.97540983606557,0.0872540983606598,0.0409836065573771,28.7108452868853,33.586762295082,43409
34.0991393442623,1.59836065573771,0.088852459016401,0.327868852459016,29.3678125,34.1879918032787,43410
34.5265983606557,1.14754098360656,0.0900000000000105,0.245901639344262,29.8426075819672,34.6165983606557,43411
35.0655737704918,1.4344262295082,0.0914344262295188,0.286885245901639,30.4300051229508,35.1570081967213,43412
35.4036885245902,0.901639344262295,0.0923360655737753,0.327868852459016,30.8431198770492,35.4960245901639,43413
36.1967213114754,2.09016393442623,0.0944262295082012,0,31.5746772540984,36.2911475409836,43414
36.1967213114754,0,0.0944262295082012,0,31.5746772540984,36.2911475409836,43415
36.8368442622951,1.68032786885246,0.0961065573770554,0.778688524590164,32.4237295081967,36.9329508196721,43416
37.3138114754098,1.27049180327869,0.0973770491803307,0.573770491803279,33.0610758196721,37.4111885245902,43417
37.4970491803279,0.491803278688525,0.0978688524590154,0,33.2393545081967,37.5949180327869,43418
38.5556147540984,2.82786885245902,0.100696721311472,0.778688524590164,34.5043903688525,38.6563114754098,43419
39.3950409836066,2.21311475409836,0.102909836065571,0.368852459016393,35.4202971311475,39.4979508196721,43420
39.8211065573771,1.22950819672131,0.104139344262293,0.614754098360656,36.0554149590164,39.9252459016394,43421
39.8211065573771,0,0.104139344262293,0,36.0554149590164,39.9252459016394,43422
40.1038524590164,0.737704918032787,0.104877049180324,0.0819672131147541,36.358181352459,40.2087295081967,43423
40.3356147540984,0.614754098360656,0.105491803278689,0.737704918032787,36.8238575819672,40.4411065573771,43424
40.6793442622951,0.983606557377049,0.106475409836065,0,37.1927100409836,40.7858196721312,43425
41.1762704918033,1.31147540983607,0.107786885245901,0.327868852459016,37.7890215163935,41.2840573770492,43426
41.6395491803279,1.22950819672131,0.109016393442623,0.163934426229508,38.3023411885246,41.7485655737705,43427
42.0982786885246,1.22950819672131,0.110245901639345,0.450819672131148,38.9071055327869,42.2085245901639,43428
42.0982786885246,0,0.110245901639345,0,38.9071055327869,42.2085245901639,43429
42.5747131147541,1.22950819672131,0.111475409836068,0,39.3835399590164,42.6861885245902,43430
42.8101229508197,0.614754098360656,0.112090163934433,0,39.6217571721312,42.9222131147541,43431
43.9802049180328,3.11475409836066,0.115204918032795,0.122950819672131,40.8692213114754,44.0954098360656,43432
45.2477049180328,3.36065573770492,0.118565573770503,0.286885245901639,42.2659682377049,45.3662704918033,43433
46.4010655737705,3.07377049180328,0.121639344262306,0.368852459016393,43.5785450819672,46.5227049180328,43434
46.4620081967213,0.163934426229508,0.121803278688539,0,43.6420696721312,46.5838114754099,43435
46.4620081967213,0,0.121803278688539,0,43.6420696721312,46.5838114754099,43436
48.0987704918033,4.26229508196721,0.126065573770511,0,45.346987704918,48.2248360655738,43437
49.1529098360656,2.78688524590164,0.128852459016414,0.0819672131147541,46.4896106557377,49.281762295082,43438
49.3068852459016,0.409836065573771,0.129262295081986,0.0819672131147541,46.6814139344262,49.4361475409836,43439
50.3727868852459,2.82786885245902,0.13209016393445,0.0819672131147541,47.8404303278689,50.5048770491804,43440
51.1201229508197,1.9672131147541,0.134057377049203,2.86885245901639,49.6027254098361,51.2541803278689,43441
