EC_Drain,drain,pH_Drain,time,water
1.56874999987776,1.09,6.71835069452301,43424,3.0996
1.63947916661079,0.94,6.68651041651474,43425,3.444
1.57505208333741,0.96,6.76128472220244,43426,2.9274
1.56348958327454,1.04,6.73286458311738,43427,3.2718
1.54230902775275,1.09,6.71458333336941,43428,3.0996
1.52894052035532,1.44,6.67059479561658,43429,3.2718
1.55440972223154,1.06,6.67456597217739,43430,3.2718
1.59461805555788,1.12,6.67322916656771,43431,3.2718
1.60159722222222,1.55,6.57928819448694,43432,4.305
1.56510416660962,1.15,6.65093750004074,43433,3.444
1.59569444438856,1.55,6.66012152767009,43434,3.9606
1.68843750010361,1.41,6.64899305555556,43435,3.6162
1.85708333327396,1.31,6.51015624981315,43436,3.7884
1.98597222234446,1.68,6.36059027798035,43437,4.1328
2.15260416668762,1.56,6.16321180549444,43438,4.018
2.40562500002096,1.27,5.99902777775682,43439,3.444
2.6051562500227,1.23,5.86163194464236,43440,3.7884
2.68506944443048,1.23,5.9998263890216,43441,3.7884
