EC_Drain,drain,pH_Drain,time,water
2.1656597221582,1.18,6.81043402775508,43425,2.8842
2.18012152782143,1.06,6.89605902770152,43426,2.622
2.21298611106338,0.98,6.93458333323438,43427,2.622
2.3904166666527,0.86,6.85491319443572,43428,2.3598
2.57117100371242,0.74,6.75161710034162,43429,2.3598
2.6485590277283,0.82,6.76723958331878,43430,2.3598
2.5896527777836,0.79,6.81545138888889,43431,2.622
2.54484374997613,0.46,6.83048611108084,43432,2.0976
2.57576388879226,0.81,6.85309027777196,43433,2.622
2.62850694443862,1.21,6.71840277779875,43434,2.8842
2.57548611111344,0.4,6.77048611108782,43435,2.0976
2.5420486111763,1.05,6.81833333330423,43436,2.622
2.57180555560794,1.31,6.60163194444445,43437,2.8842
2.67371527778127,1.11,6.46656249992551,43438,2.8842
2.69105902776555,1.09,6.49034722221873,43439,2.622
2.57112847221232,1.39,6.50767361104127,43440,2.8842
2.42600694441883,1.39,6.43395833336011,43441,2.8842
